"Time","avg(D+_density)","avg(D_density)","avg(em_density)","avg(ionization_rate)","avg(recombination_rate)"
2.90000e+00,1.14051e+14,8.76215e+21,1.14051e+14,2.73496e-14,9.68492e-22
2.91000e+00,1.14103e+14,8.75817e+21,1.14103e+14,2.73495e-14,9.68499e-22
2.92000e+00,1.14155e+14,8.75419e+21,1.14155e+14,2.73493e-14,9.68506e-22
2.93000e+00,1.14207e+14,8.75022e+21,1.14207e+14,2.73492e-14,9.68513e-22
2.94000e+00,1.14259e+14,8.74625e+21,1.14259e+14,2.73491e-14,9.68521e-22
2.95000e+00,1.14311e+14,8.74227e+21,1.14311e+14,2.73490e-14,9.68528e-22
2.96000e+00,1.14363e+14,8.73830e+21,1.14363e+14,2.73488e-14,9.68535e-22
2.97000e+00,1.14415e+14,8.73434e+21,1.14415e+14,2.73487e-14,9.68542e-22
2.98000e+00,1.14467e+14,8.73037e+21,1.14467e+14,2.73486e-14,9.68549e-22
2.99000e+00,1.14519e+14,8.72641e+21,1.14519e+14,2.73485e-14,9.68557e-22
3.00000e+00,1.14571e+14,8.72245e+21,1.14571e+14,2.73483e-14,9.68564e-22
3.01000e+00,1.14623e+14,8.71848e+21,1.14623e+14,2.73482e-14,9.68571e-22
3.02000e+00,1.14675e+14,8.71453e+21,1.14675e+14,2.73481e-14,9.68578e-22
3.03000e+00,1.14727e+14,8.71057e+21,1.14727e+14,2.73480e-14,9.68585e-22
3.04000e+00,1.14779e+14,8.70661e+21,1.14779e+14,2.73478e-14,9.68592e-22
3.05000e+00,1.14831e+14,8.70266e+21,1.14831e+14,2.73477e-14,9.68600e-22
3.06000e+00,1.14883e+14,8.69871e+21,1.14883e+14,2.73476e-14,9.68607e-22
3.07000e+00,1.14935e+14,8.69476e+21,1.14935e+14,2.73475e-14,9.68614e-22
3.08000e+00,1.14988e+14,8.69081e+21,1.14988e+14,2.73473e-14,9.68621e-22
3.09000e+00,1.15040e+14,8.68687e+21,1.15040e+14,2.73472e-14,9.68628e-22
3.10000e+00,1.15092e+14,8.68292e+21,1.15092e+14,2.73471e-14,9.68635e-22
3.11000e+00,1.15144e+14,8.67898e+21,1.15144e+14,2.73470e-14,9.68642e-22
3.12000e+00,1.15197e+14,8.67504e+21,1.15197e+14,2.73468e-14,9.68649e-22
3.13000e+00,1.15249e+14,8.67110e+21,1.15249e+14,2.73467e-14,9.68656e-22
3.14000e+00,1.15301e+14,8.66717e+21,1.15301e+14,2.73466e-14,9.68664e-22
3.15000e+00,1.15354e+14,8.66323e+21,1.15354e+14,2.73465e-14,9.68671e-22
3.16000e+00,1.15406e+14,8.65930e+21,1.15406e+14,2.73463e-14,9.68678e-22
3.17000e+00,1.15459e+14,8.65537e+21,1.15459e+14,2.73462e-14,9.68685e-22
3.18000e+00,1.15511e+14,8.65144e+21,1.15511e+14,2.73461e-14,9.68692e-22
3.19000e+00,1.15563e+14,8.64751e+21,1.15563e+14,2.73460e-14,9.68699e-22
3.20000e+00,1.15616e+14,8.64358e+21,1.15616e+14,2.73459e-14,9.68706e-22
3.21000e+00,1.15668e+14,8.63966e+21,1.15668e+14,2.73457e-14,9.68713e-22
3.22000e+00,1.15721e+14,8.63574e+21,1.15721e+14,2.73456e-14,9.68720e-22
3.23000e+00,1.15774e+14,8.63182e+21,1.15774e+14,2.73455e-14,9.68727e-22
3.24000e+00,1.15826e+14,8.62790e+21,1.15826e+14,2.73454e-14,9.68734e-22
3.25000e+00,1.15879e+14,8.62398e+21,1.15879e+14,2.73453e-14,9.68741e-22
3.26000e+00,1.15931e+14,8.62007e+21,1.15931e+14,2.73451e-14,9.68748e-22
3.27000e+00,1.15984e+14,8.61615e+21,1.15984e+14,2.73450e-14,9.68755e-22
3.28000e+00,1.16037e+14,8.61224e+21,1.16037e+14,2.73449e-14,9.68762e-22
3.29000e+00,1.16089e+14,8.60833e+21,1.16089e+14,2.73448e-14,9.68769e-22
3.30000e+00,1.16142e+14,8.60442e+21,1.16142e+14,2.73447e-14,9.68776e-22
3.31000e+00,1.16195e+14,8.60052e+21,1.16195e+14,2.73445e-14,9.68783e-22
3.32000e+00,1.16248e+14,8.59661e+21,1.16248e+14,2.73444e-14,9.68790e-22
3.33000e+00,1.16300e+14,8.59271e+21,1.16300e+14,2.73443e-14,9.68797e-22
3.34000e+00,1.16353e+14,8.58881e+21,1.16353e+14,2.73442e-14,9.68804e-22
3.35000e+00,1.16406e+14,8.58491e+21,1.16406e+14,2.73441e-14,9.68811e-22
3.36000e+00,1.16459e+14,8.58101e+21,1.16459e+14,2.73439e-14,9.68818e-22
3.37000e+00,1.16512e+14,8.57712e+21,1.16512e+14,2.73438e-14,9.68825e-22
3.38000e+00,1.16565e+14,8.57322e+21,1.16565e+14,2.73437e-14,9.68832e-22
3.39000e+00,1.16618e+14,8.56933e+21,1.16618e+14,2.73436e-14,9.68839e-22
3.40000e+00,1.16671e+14,8.56544e+21,1.16671e+14,2.73435e-14,9.68846e-22
3.41000e+00,1.16724e+14,8.56155e+21,1.16724e+14,2.73433e-14,9.68852e-22
3.42000e+00,1.16777e+14,8.55767e+21,1.16777e+14,2.73432e-14,9.68859e-22
3.43000e+00,1.16830e+14,8.55378e+21,1.16830e+14,2.73431e-14,9.68866e-22
3.44000e+00,1.16883e+14,8.54990e+21,1.16883e+14,2.73430e-14,9.68873e-22
3.45000e+00,1.16936e+14,8.54602e+21,1.16936e+14,2.73429e-14,9.68880e-22
3.46000e+00,1.16989e+14,8.54214e+21,1.16989e+14,2.73428e-14,9.68887e-22
3.47000e+00,1.17042e+14,8.53826e+21,1.17042e+14,2.73426e-14,9.68894e-22
3.48000e+00,1.17095e+14,8.53438e+21,1.17095e+14,2.73425e-14,9.68901e-22
3.49000e+00,1.17148e+14,8.53051e+21,1.17148e+14,2.73424e-14,9.68908e-22
3.50000e+00,1.17202e+14,8.52664e+21,1.17202e+14,2.73423e-14,9.68914e-22
3.51000e+00,1.17255e+14,8.52277e+21,1.17255e+14,2.73422e-14,9.68921e-22
3.52000e+00,1.17308e+14,8.51890e+21,1.17308e+14,2.73421e-14,9.68928e-22
3.53000e+00,1.17361e+14,8.51503e+21,1.17361e+14,2.73420e-14,9.68935e-22
3.54000e+00,1.17415e+14,8.51117e+21,1.17415e+14,2.73418e-14,9.68942e-22
3.55000e+00,1.17468e+14,8.50730e+21,1.17468e+14,2.73417e-14,9.68949e-22
3.56000e+00,1.17521e+14,8.50344e+21,1.17521e+14,2.73416e-14,9.68956e-22
3.57000e+00,1.17575e+14,8.49958e+21,1.17575e+14,2.73415e-14,9.68962e-22
3.58000e+00,1.17628e+14,8.49572e+21,1.17628e+14,2.73414e-14,9.68969e-22
3.59000e+00,1.17682e+14,8.49187e+21,1.17682e+14,2.73413e-14,9.68976e-22
3.60000e+00,1.17735e+14,8.48801e+21,1.17735e+14,2.73412e-14,9.68983e-22
3.61000e+00,1.17788e+14,8.48416e+21,1.17788e+14,2.73410e-14,9.68990e-22
3.62000e+00,1.17842e+14,8.48031e+21,1.17842e+14,2.73409e-14,9.68996e-22
3.63000e+00,1.17895e+14,8.47646e+21,1.17895e+14,2.73408e-14,9.69003e-22
3.64000e+00,1.17949e+14,8.47261e+21,1.17949e+14,2.73407e-14,9.69010e-22
3.65000e+00,1.18003e+14,8.46877e+21,1.18003e+14,2.73406e-14,9.69017e-22
3.66000e+00,1.18056e+14,8.46492e+21,1.18056e+14,2.73405e-14,9.69023e-22
3.67000e+00,1.18110e+14,8.46108e+21,1.18110e+14,2.73404e-14,9.69030e-22
3.68000e+00,1.18163e+14,8.45724e+21,1.18163e+14,2.73403e-14,9.69037e-22
3.69000e+00,1.18217e+14,8.45340e+21,1.18217e+14,2.73401e-14,9.69044e-22
3.70000e+00,1.18271e+14,8.44956e+21,1.18271e+14,2.73400e-14,9.69050e-22
3.71000e+00,1.18324e+14,8.44573e+21,1.18324e+14,2.73399e-14,9.69057e-22
3.72000e+00,1.18378e+14,8.44189e+21,1.18378e+14,2.73398e-14,9.69064e-22
3.73000e+00,1.18432e+14,8.43806e+21,1.18432e+14,2.73397e-14,9.69071e-22
3.74000e+00,1.18486e+14,8.43423e+21,1.18486e+14,2.73396e-14,9.69077e-22
3.75000e+00,1.18540e+14,8.43040e+21,1.18540e+14,2.73395e-14,9.69084e-22
3.76000e+00,1.18593e+14,8.42658e+21,1.18593e+14,2.73394e-14,9.69091e-22
3.77000e+00,1.18647e+14,8.42275e+21,1.18647e+14,2.73393e-14,9.69097e-22
3.78000e+00,1.18701e+14,8.41893e+21,1.18701e+14,2.73392e-14,9.69104e-22
3.79000e+00,1.18755e+14,8.41511e+21,1.18755e+14,2.73390e-14,9.69111e-22
3.80000e+00,1.18809e+14,8.41129e+21,1.18809e+14,2.73389e-14,9.69118e-22
3.81000e+00,1.18863e+14,8.40747e+21,1.18863e+14,2.73388e-14,9.69124e-22
3.82000e+00,1.18917e+14,8.40366e+21,1.18917e+14,2.73387e-14,9.69131e-22
3.83000e+00,1.18971e+14,8.39984e+21,1.18971e+14,2.73386e-14,9.69138e-22
3.84000e+00,1.19025e+14,8.39603e+21,1.19025e+14,2.73385e-14,9.69144e-22
3.85000e+00,1.19079e+14,8.39222e+21,1.19079e+14,2.73384e-14,9.69151e-22
3.86000e+00,1.19133e+14,8.38841e+21,1.19133e+14,2.73383e-14,9.69157e-22
3.87000e+00,1.19187e+14,8.38460e+21,1.19187e+14,2.73382e-14,9.69164e-22
3.88000e+00,1.19241e+14,8.38080e+21,1.19241e+14,2.73381e-14,9.69171e-22
3.89000e+00,1.19295e+14,8.37699e+21,1.19295e+14,2.73380e-14,9.69177e-22
3.90000e+00,1.19349e+14,8.37319e+21,1.19349e+14,2.73379e-14,9.69184e-22
3.91000e+00,1.19404e+14,8.36939e+21,1.19404e+14,2.73377e-14,9.69191e-22
3.92000e+00,1.19458e+14,8.36559e+21,1.19458e+14,2.73376e-14,9.69197e-22
3.93000e+00,1.19512e+14,8.36179e+21,1.19512e+14,2.73375e-14,9.69204e-22
3.94000e+00,1.19566e+14,8.35800e+21,1.19566e+14,2.73374e-14,9.69210e-22
3.95000e+00,1.19621e+14,8.35421e+21,1.19621e+14,2.73373e-14,9.69217e-22
3.96000e+00,1.19675e+14,8.35041e+21,1.19675e+14,2.73372e-14,9.69224e-22
3.97000e+00,1.19729e+14,8.34663e+21,1.19729e+14,2.73371e-14,9.69230e-22
3.98000e+00,1.19784e+14,8.34284e+21,1.19784e+14,2.73370e-14,9.69237e-22
3.99000e+00,1.19838e+14,8.33905e+21,1.19838e+14,2.73369e-14,9.69243e-22
4.00000e+00,1.19893e+14,8.33527e+21,1.19893e+14,2.73368e-14,9.69250e-22
4.01000e+00,1.19947e+14,8.33148e+21,1.19947e+14,2.73367e-14,9.69256e-22
4.02000e+00,1.20001e+14,8.32770e+21,1.20001e+14,2.73366e-14,9.69263e-22
4.03000e+00,1.20056e+14,8.32392e+21,1.20056e+14,2.73365e-14,9.69270e-22
4.04000e+00,1.20110e+14,8.32014e+21,1.20110e+14,2.73364e-14,9.69276e-22
4.05000e+00,1.20165e+14,8.31637e+21,1.20165e+14,2.73363e-14,9.69283e-22
4.06000e+00,1.20219e+14,8.31259e+21,1.20219e+14,2.73362e-14,9.69289e-22
4.07000e+00,1.20274e+14,8.30882e+21,1.20274e+14,2.73361e-14,9.69296e-22
4.08000e+00,1.20329e+14,8.30505e+21,1.20329e+14,2.73360e-14,9.69302e-22
4.09000e+00,1.20383e+14,8.30128e+21,1.20383e+14,2.73359e-14,9.69309e-22
4.10000e+00,1.20438e+14,8.29751e+21,1.20438e+14,2.73357e-14,9.69315e-22
4.11000e+00,1.20493e+14,8.29375e+21,1.20493e+14,2.73356e-14,9.69322e-22
4.12000e+00,1.20547e+14,8.28999e+21,1.20547e+14,2.73355e-14,9.69328e-22
4.13000e+00,1.20602e+14,8.28622e+21,1.20602e+14,2.73354e-14,9.69335e-22
4.14000e+00,1.20657e+14,8.28246e+21,1.20657e+14,2.73353e-14,9.69341e-22
4.15000e+00,1.20712e+14,8.27870e+21,1.20712e+14,2.73352e-14,9.69348e-22
4.16000e+00,1.20766e+14,8.27495e+21,1.20766e+14,2.73351e-14,9.69354e-22
4.17000e+00,1.20821e+14,8.27119e+21,1.20821e+14,2.73350e-14,9.69360e-22
4.18000e+00,1.20876e+14,8.26744e+21,1.20876e+14,2.73349e-14,9.69367e-22
4.19000e+00,1.20931e+14,8.26369e+21,1.20931e+14,2.73348e-14,9.69373e-22
4.20000e+00,1.20986e+14,8.25994e+21,1.20986e+14,2.73347e-14,9.69380e-22
4.21000e+00,1.21041e+14,8.25619e+21,1.21041e+14,2.73346e-14,9.69386e-22
4.22000e+00,1.21096e+14,8.25244e+21,1.21096e+14,2.73345e-14,9.69393e-22
4.23000e+00,1.21151e+14,8.24870e+21,1.21151e+14,2.73344e-14,9.69399e-22
4.24000e+00,1.21206e+14,8.24495e+21,1.21206e+14,2.73343e-14,9.69406e-22
4.25000e+00,1.21261e+14,8.24121e+21,1.21261e+14,2.73342e-14,9.69412e-22
4.26000e+00,1.21316e+14,8.23747e+21,1.21316e+14,2.73341e-14,9.69418e-22
4.27000e+00,1.21371e+14,8.23373e+21,1.21371e+14,2.73340e-14,9.69425e-22
4.28000e+00,1.21426e+14,8.23000e+21,1.21426e+14,2.73339e-14,9.69431e-22
4.29000e+00,1.21481e+14,8.22626e+21,1.21481e+14,2.73338e-14,9.69438e-22
4.30000e+00,1.21536e+14,8.22253e+21,1.21536e+14,2.73337e-14,9.69444e-22
4.31000e+00,1.21592e+14,8.21880e+21,1.21592e+14,2.73336e-14,9.69450e-22
4.32000e+00,1.21647e+14,8.21507e+21,1.21647e+14,2.73335e-14,9.69457e-22
4.33000e+00,1.21702e+14,8.21134e+21,1.21702e+14,2.73334e-14,9.69463e-22
4.34000e+00,1.21757e+14,8.20761e+21,1.21757e+14,2.73333e-14,9.69469e-22
4.35000e+00,1.21812e+14,8.20389e+21,1.21812e+14,2.73332e-14,9.69476e-22
4.36000e+00,1.21868e+14,8.20017e+21,1.21868e+14,2.73331e-14,9.69482e-22
4.37000e+00,1.21923e+14,8.19644e+21,1.21923e+14,2.73330e-14,9.69488e-22
4.38000e+00,1.21978e+14,8.19273e+21,1.21978e+14,2.73329e-14,9.69495e-22
4.39000e+00,1.22034e+14,8.18901e+21,1.22034e+14,2.73328e-14,9.69501e-22
4.40000e+00,1.22089e+14,8.18529e+21,1.22089e+14,2.73327e-14,9.69507e-22
4.41000e+00,1.22145e+14,8.18158e+21,1.22145e+14,2.73326e-14,9.69514e-22
4.42000e+00,1.22200e+14,8.17786e+21,1.22200e+14,2.73325e-14,9.69520e-22
4.43000e+00,1.22256e+14,8.17415e+21,1.22256e+14,2.73325e-14,9.69526e-22
4.44000e+00,1.22311e+14,8.17044e+21,1.22311e+14,2.73324e-14,9.69533e-22
4.45000e+00,1.22367e+14,8.16674e+21,1.22367e+14,2.73323e-14,9.69539e-22
4.46000e+00,1.22422e+14,8.16303e+21,1.22422e+14,2.73322e-14,9.69545e-22
4.47000e+00,1.22478e+14,8.15933e+21,1.22478e+14,2.73321e-14,9.69552e-22
4.48000e+00,1.22533e+14,8.15562e+21,1.22533e+14,2.73320e-14,9.69558e-22
4.49000e+00,1.22589e+14,8.15192e+21,1.22589e+14,2.73319e-14,9.69564e-22
4.50000e+00,1.22645e+14,8.14822e+21,1.22645e+14,2.73318e-14,9.69570e-22
4.51000e+00,1.22700e+14,8.14453e+21,1.22700e+14,2.73317e-14,9.69577e-22
4.52000e+00,1.22756e+14,8.14083e+21,1.22756e+14,2.73316e-14,9.69583e-22
4.53000e+00,1.22812e+14,8.13714e+21,1.22812e+14,2.73315e-14,9.69589e-22
4.54000e+00,1.22867e+14,8.13345e+21,1.22867e+14,2.73314e-14,9.69595e-22
4.55000e+00,1.22923e+14,8.12976e+21,1.22923e+14,2.73313e-14,9.69602e-22
4.56000e+00,1.22979e+14,8.12607e+21,1.22979e+14,2.73312e-14,9.69608e-22
4.57000e+00,1.23035e+14,8.12238e+21,1.23035e+14,2.73311e-14,9.69614e-22
4.58000e+00,1.23091e+14,8.11869e+21,1.23091e+14,2.73310e-14,9.69620e-22
4.59000e+00,1.23147e+14,8.11501e+21,1.23147e+14,2.73309e-14,9.69626e-22
4.60000e+00,1.23203e+14,8.11133e+21,1.23203e+14,2.73308e-14,9.69633e-22
4.61000e+00,1.23258e+14,8.10765e+21,1.23258e+14,2.73307e-14,9.69639e-22
4.62000e+00,1.23314e+14,8.10397e+21,1.23314e+14,2.73307e-14,9.69645e-22
4.63000e+00,1.23370e+14,8.10029e+21,1.23370e+14,2.73306e-14,9.69651e-22
4.64000e+00,1.23426e+14,8.09662e+21,1.23426e+14,2.73305e-14,9.69657e-22
4.65000e+00,1.23482e+14,8.09294e+21,1.23482e+14,2.73304e-14,9.69664e-22
4.66000e+00,1.23538e+14,8.08927e+21,1.23538e+14,2.73303e-14,9.69670e-22
4.67000e+00,1.23595e+14,8.08560e+21,1.23595e+14,2.73302e-14,9.69676e-22
4.68000e+00,1.23651e+14,8.08193e+21,1.23651e+14,2.73301e-14,9.69682e-22
4.69000e+00,1.23707e+14,8.07826e+21,1.23707e+14,2.73300e-14,9.69688e-22
4.70000e+00,1.23763e+14,8.07460e+21,1.23763e+14,2.73299e-14,9.69694e-22
4.71000e+00,1.23819e+14,8.07093e+21,1.23819e+14,2.73298e-14,9.69701e-22
4.72000e+00,1.23875e+14,8.06727e+21,1.23875e+14,2.73297e-14,9.69707e-22
4.73000e+00,1.23932e+14,8.06361e+21,1.23932e+14,2.73296e-14,9.69713e-22
4.74000e+00,1.23988e+14,8.05995e+21,1.23988e+14,2.73295e-14,9.69719e-22
4.75000e+00,1.24044e+14,8.05630e+21,1.24044e+14,2.73295e-14,9.69725e-22
4.76000e+00,1.24100e+14,8.05264e+21,1.24100e+14,2.73294e-14,9.69731e-22
4.77000e+00,1.24157e+14,8.04899e+21,1.24157e+14,2.73293e-14,9.69737e-22
4.78000e+00,1.24213e+14,8.04534e+21,1.24213e+14,2.73292e-14,9.69743e-22
4.79000e+00,1.24269e+14,8.04169e+21,1.24269e+14,2.73291e-14,9.69750e-22
4.80000e+00,1.24326e+14,8.03804e+21,1.24326e+14,2.73290e-14,9.69756e-22
4.81000e+00,1.24382e+14,8.03439e+21,1.24382e+14,2.73289e-14,9.69762e-22
4.82000e+00,1.24439e+14,8.03074e+21,1.24439e+14,2.73288e-14,9.69768e-22
4.83000e+00,1.24495e+14,8.02710e+21,1.24495e+14,2.73287e-14,9.69774e-22
4.84000e+00,1.24552e+14,8.02346e+21,1.24552e+14,2.73287e-14,9.69780e-22
4.85000e+00,1.24608e+14,8.01982e+21,1.24608e+14,2.73286e-14,9.69786e-22
4.86000e+00,1.24665e+14,8.01618e+21,1.24665e+14,2.73285e-14,9.69792e-22
4.87000e+00,1.24721e+14,8.01254e+21,1.24721e+14,2.73284e-14,9.69798e-22
4.88000e+00,1.24778e+14,8.00891e+21,1.24778e+14,2.73283e-14,9.69804e-22
4.89000e+00,1.24835e+14,8.00527e+21,1.24835e+14,2.73282e-14,9.69810e-22
4.90000e+00,1.24891e+14,8.00164e+21,1.24891e+14,2.73281e-14,9.69816e-22
4.91000e+00,1.24948e+14,7.99801e+21,1.24948e+14,2.73280e-14,9.69822e-22
4.92000e+00,1.25005e+14,7.99438e+21,1.25005e+14,2.73279e-14,9.69828e-22
4.93000e+00,1.25062e+14,7.99076e+21,1.25062e+14,2.73279e-14,9.69834e-22
4.94000e+00,1.25118e+14,7.98713e+21,1.25118e+14,2.73278e-14,9.69840e-22
4.95000e+00,1.25175e+14,7.98351e+21,1.25175e+14,2.73277e-14,9.69846e-22
4.96000e+00,1.25232e+14,7.97988e+21,1.25232e+14,2.73276e-14,9.69852e-22
4.97000e+00,1.25289e+14,7.97626e+21,1.25289e+14,2.73275e-14,9.69858e-22
4.98000e+00,1.25346e+14,7.97265e+21,1.25346e+14,2.73274e-14,9.69864e-22
4.99000e+00,1.25402e+14,7.96903e+21,1.25402e+14,2.73273e-14,9.69870e-22
5.00000e+00,1.25459e+14,7.96541e+21,1.25459e+14,2.73273e-14,9.69876e-22
5.01000e+00,1.25516e+14,7.96180e+21,1.25516e+14,2.73272e-14,9.69882e-22
5.02000e+00,1.25573e+14,7.95819e+21,1.25573e+14,2.73271e-14,9.69888e-22
5.03000e+00,1.25630e+14,7.95458e+21,1.25630e+14,2.73270e-14,9.69894e-22
5.04000e+00,1.25687e+14,7.95097e+21,1.25687e+14,2.73269e-14,9.69900e-22
5.05000e+00,1.25744e+14,7.94736e+21,1.25744e+14,2.73268e-14,9.69906e-22
5.06000e+00,1.25801e+14,7.94375e+21,1.25801e+14,2.73267e-14,9.69912e-22
5.07000e+00,1.25859e+14,7.94015e+21,1.25859e+14,2.73267e-14,9.69918e-22
5.08000e+00,1.25916e+14,7.93655e+21,1.25916e+14,2.73266e-14,9.69924e-22
5.09000e+00,1.25973e+14,7.93295e+21,1.25973e+14,2.73265e-14,9.69930e-22
5.10000e+00,1.26030e+14,7.92935e+21,1.26030e+14,2.73264e-14,9.69936e-22
5.11000e+00,1.26087e+14,7.92575e+21,1.26087e+14,2.73263e-14,9.69942e-22
5.12000e+00,1.26144e+14,7.92216e+21,1.26144e+14,2.73262e-14,9.69948e-22
5.13000e+00,1.26202e+14,7.91856e+21,1.26202e+14,2.73262e-14,9.69954e-22
5.14000e+00,1.26259e+14,7.91497e+21,1.26259e+14,2.73261e-14,9.69959e-22
5.15000e+00,1.26316e+14,7.91138e+21,1.26316e+14,2.73260e-14,9.69965e-22
5.16000e+00,1.26374e+14,7.90779e+21,1.26374e+14,2.73259e-14,9.69971e-22
5.17000e+00,1.26431e+14,7.90420e+21,1.26431e+14,2.73258e-14,9.69977e-22
5.18000e+00,1.26488e+14,7.90062e+21,1.26488e+14,2.73257e-14,9.69983e-22
5.19000e+00,1.26546e+14,7.89703e+21,1.26546e+14,2.73257e-14,9.69989e-22
5.20000e+00,1.26603e+14,7.89345e+21,1.26603e+14,2.73256e-14,9.69995e-22
5.21000e+00,1.26661e+14,7.88987e+21,1.26661e+14,2.73255e-14,9.70001e-22
5.22000e+00,1.26718e+14,7.88629e+21,1.26718e+14,2.73254e-14,9.70006e-22
5.23000e+00,1.26776e+14,7.88271e+21,1.26776e+14,2.73253e-14,9.70012e-22
5.24000e+00,1.26833e+14,7.87914e+21,1.26833e+14,2.73253e-14,9.70018e-22
5.25000e+00,1.26891e+14,7.87556e+21,1.26891e+14,2.73252e-14,9.70024e-22
5.26000e+00,1.26948e+14,7.87199e+21,1.26948e+14,2.73251e-14,9.70030e-22
5.27000e+00,1.27006e+14,7.86842e+21,1.27006e+14,2.73250e-14,9.70036e-22
5.28000e+00,1.27064e+14,7.86485e+21,1.27064e+14,2.73249e-14,9.70041e-22
5.29000e+00,1.27121e+14,7.86128e+21,1.27121e+14,2.73248e-14,9.70047e-22
5.30000e+00,1.27179e+14,7.85771e+21,1.27179e+14,2.73248e-14,9.70053e-22
5.31000e+00,1.27237e+14,7.85415e+21,1.27237e+14,2.73247e-14,9.70059e-22
5.32000e+00,1.27294e+14,7.85059e+21,1.27294e+14,2.73246e-14,9.70065e-22
5.33000e+00,1.27352e+14,7.84702e+21,1.27352e+14,2.73245e-14,9.70070e-22
5.34000e+00,1.27410e+14,7.84346e+21,1.27410e+14,2.73244e-14,9.70076e-22
5.35000e+00,1.27468e+14,7.83991e+21,1.27468e+14,2.73244e-14,9.70082e-22
5.36000e+00,1.27526e+14,7.83635e+21,1.27526e+14,2.73243e-14,9.70088e-22
5.37000e+00,1.27584e+14,7.83280e+21,1.27584e+14,2.73242e-14,9.70094e-22
5.38000e+00,1.27641e+14,7.82924e+21,1.27641e+14,2.73241e-14,9.70099e-22
5.39000e+00,1.27699e+14,7.82569e+21,1.27699e+14,2.73241e-14,9.70105e-22
5.40000e+00,1.27757e+14,7.82214e+21,1.27757e+14,2.73240e-14,9.70111e-22
5.41000e+00,1.27815e+14,7.81859e+21,1.27815e+14,2.73239e-14,9.70117e-22
5.42000e+00,1.27873e+14,7.81505e+21,1.27873e+14,2.73238e-14,9.70122e-22
5.43000e+00,1.27931e+14,7.81150e+21,1.27931e+14,2.73237e-14,9.70128e-22
5.44000e+00,1.27989e+14,7.80796e+21,1.27989e+14,2.73237e-14,9.70134e-22
5.45000e+00,1.28048e+14,7.80441e+21,1.28048e+14,2.73236e-14,9.70140e-22
5.46000e+00,1.28106e+14,7.80087e+21,1.28106e+14,2.73235e-14,9.70145e-22
5.47000e+00,1.28164e+14,7.79734e+21,1.28164e+14,2.73234e-14,9.70151e-22
5.48000e+00,1.28222e+14,7.79380e+21,1.28222e+14,2.73234e-14,9.70157e-22
5.49000e+00,1.28280e+14,7.79026e+21,1.28280e+14,2.73233e-14,9.70162e-22
5.50000e+00,1.28338e+14,7.78673e+21,1.28338e+14,2.73232e-14,9.70168e-22
5.51000e+00,1.28397e+14,7.78320e+21,1.28397e+14,2.73231e-14,9.70174e-22
5.52000e+00,1.28455e+14,7.77967e+21,1.28455e+14,2.73230e-14,9.70180e-22
5.53000e+00,1.28513e+14,7.77614e+21,1.28513e+14,2.73230e-14,9.70185e-22
5.54000e+00,1.28571e+14,7.77261e+21,1.28571e+14,2.73229e-14,9.70191e-22
5.55000e+00,1.28630e+14,7.76908e+21,1.28630e+14,2.73228e-14,9.70197e-22
5.56000e+00,1.28688e+14,7.76556e+21,1.28688e+14,2.73227e-14,9.70202e-22
5.57000e+00,1.28747e+14,7.76204e+21,1.28747e+14,2.73227e-14,9.70208e-22
5.58000e+00,1.28805e+14,7.75852e+21,1.28805e+14,2.73226e-14,9.70214e-22
5.59000e+00,1.28863e+14,7.75500e+21,1.28863e+14,2.73225e-14,9.70219e-22
5.60000e+00,1.28922e+14,7.75148e+21,1.28922e+14,2.73224e-14,9.70225e-22
5.61000e+00,1.28980e+14,7.74796e+21,1.28980e+14,2.73224e-14,9.70230e-22
5.62000e+00,1.29039e+14,7.74445e+21,1.29039e+14,2.73223e-14,9.70236e-22
5.63000e+00,1.29098e+14,7.74094e+21,1.29098e+14,2.73222e-14,9.70242e-22
5.64000e+00,1.29156e+14,7.73742e+21,1.29156e+14,2.73221e-14,9.70247e-22
5.65000e+00,1.29215e+14,7.73392e+21,1.29215e+14,2.73221e-14,9.70253e-22
5.66000e+00,1.29273e+14,7.73041e+21,1.29273e+14,2.73220e-14,9.70259e-22
5.67000e+00,1.29332e+14,7.72690e+21,1.29332e+14,2.73219e-14,9.70264e-22
5.68000e+00,1.29391e+14,7.72340e+21,1.29391e+14,2.73218e-14,9.70270e-22
5.69000e+00,1.29449e+14,7.71989e+21,1.29449e+14,2.73218e-14,9.70275e-22
5.70000e+00,1.29508e+14,7.71639e+21,1.29508e+14,2.73217e-14,9.70281e-22
5.71000e+00,1.29567e+14,7.71289e+21,1.29567e+14,2.73216e-14,9.70287e-22
5.72000e+00,1.29626e+14,7.70939e+21,1.29626e+14,2.73216e-14,9.70292e-22
5.73000e+00,1.29685e+14,7.70590e+21,1.29685e+14,2.73215e-14,9.70298e-22
5.74000e+00,1.29743e+14,7.70240e+21,1.29743e+14,2.73214e-14,9.70303e-22
5.75000e+00,1.29802e+14,7.69891e+21,1.29802e+14,2.73213e-14,9.70309e-22
5.76000e+00,1.29861e+14,7.69541e+21,1.29861e+14,2.73213e-14,9.70314e-22
5.77000e+00,1.29920e+14,7.69192e+21,1.29920e+14,2.73212e-14,9.70320e-22
5.78000e+00,1.29979e+14,7.68843e+21,1.29979e+14,2.73211e-14,9.70326e-22
5.79000e+00,1.30038e+14,7.68495e+21,1.30038e+14,2.73211e-14,9.70331e-22
